title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
네이라의 용,주연우,로맨스판타지,미제공,미제공,115,20/06/09,완결,http://cf.joara.com/literature_file/20200609_1723237128.jpg_thumb.png,"
셀브리드 제국의 외교관인 아버지를 따라 동 대륙에 온 네이라는 한밤중 침실에서 그곳의 용왕, 해륜과 마주한다. 

“누구세요……?”
“줄곧 그대를 찾아왔던 사람.”

우연인 줄 알았지만 지극히 운명적인 만남. 그렇게 네이라는 용왕의 반려로서 신들의 세계에 입성한다. 그러나 100년 후, 그녀는 유혹적인 마녀의 손을 잡고 그곳으로부터, 그로부터 결국 도망치고야 만다. 
시간을 거슬러 해륜을 만나기 1년 전으로 회귀한 네이라. 이번엔 운명을 바꾸고자 결심하지만 생각하지 못한 순간, 생각하지 못한 장소에서 또다시 그를 만나고야 만다. 하지만.

“줄곧 기다려 왔다. 널 죽이는 날만을.”

……이게 웬 봉변이야.


▶잠깐 맛보기

“하면, 나도 지금부터 너와 인연을 만들어 가야겠군.”
“……네?”
“나에 대해서도 비교적, 진지하게 고민할 수 있도록 말이야.”

어떻게 하면 그런 결론이 나는 거지? 
네이라는 상상도 못 했던 반전 결론에 멍하니 되물었다.

“제가 기분 나쁘다면서요.”
“정확하게는 ‘기분 나쁠 정도로 원한다’였지. 그런데…… 잘 생각해 보니, 그러면서까지 원하고 있는 너에 대해 알고 싶다.”
“…….”

이게 아닌데……? 
예상과는 전혀 다르게 나오는 그의 태도에 당황할 수밖에 없었다. 그러거나 말거나 해륜은 진지하게 그녀를 바라보고 있었다. 하루 사이에 그녀를 바라보는 눈에 증오가 가셔 있었다. 차가운 눈빛은 여전했지만 이전에는 없던 ‘흥미’가 더해져 있었다.
‘……안 돼.’",http://www.joara.com/premium_new/book_intro.html?book_code=1460423
교대생과 교대생,한동솔,로맨스,미제공,미제공,30,20/06/09,완결,http://cf.joara.com/literature_file/20200609_1624456464.jpg_thumb.png,"
나의 한 살 어린 소꿉친구.
언제나 내 뒤를 따라오던 아이, 강원.

“원아, 나는 선생님이 될 거야.”
지방 교대로 가겠다는 내 말에
상실감 어린 표정을 하던 너.

“우리 엄마 아빠처럼 부부 교사 해야지.”
“부부 교사. 그거 좋네, 부부 교사.”
그때, 나를 또렷하게 바라보는 네 시선을 알 수 없었다.

“그럼 나도 선생님 해야겠네.”

교대엔 세 가지 바보가 존재한다.
1. 4년 동안 장학금 한 번 못 받아 본 자.
2. CC를 못 해 본 남자.
3. CC를 한 여자.

그리고 나, 최샛별은
교대에서 가장 가는 바보가 되었다.",http://www.joara.com/premium_new/book_intro.html?book_code=1460416
공녀는 사이다를 마신다,사장님,로맨스판타지,미제공,미제공,97,20/06/09,완결,http://cf.joara.com/literature_file/20200602_1004327811.jpg_thumb.png,"
“공녀 저하께서는... 레크입니다.”
 마력이 없는 레크로 밝혀져 다섯 살의 어린 나이에 쫓겨난 로즈. 
가족 모두에게 무시 받으며 그게 당연한 줄 알고 살다, 설상가상으로 독을 먹고 죽게 된다.
 한국의 보석 디자이너로 환생한 그녀는 능력이 없어 불행하게 살던 전생과는 달리 떵떵거리며 산다. 그렇게 잘 먹고 잘 살았다, 하고 이야기가 끝났으면 좋았을 텐데, 그녀는 세미나에 갔다 발을 헛디뎌 다시 한 번 죽음을 경험하지만
“여긴... 어디지?”
 전생으로 돌아온 로즈. 이 기회를 허투루 놓칠 수는 없었다. 
고구마를 실컷 먹었으면, 이제 사이다를 마실 차례인 거다. ",http://www.joara.com/premium_new/book_intro.html?book_code=1458616
내 약혼자의 애인을 찾습니다,박귀리,로맨스판타지,미제공,미제공,161,20/06/05,완결,http://cf.joara.com/literature_file/20200605_0945205421.jpg_thumb.png,"

잊고 있던 전생의 기억이 떠올랐다.
그것도 무려 황태자와 약혼서약을 치르는 순간에.

자존심도 없이 울며불며 매달려 성사된 약혼이었다.
문제가 있다면 황태자가 날 달갑게 여기지 않는다는 것.

나는 외로운 노년을 보내기 싫어!
이렇게 되면 방법은 하나뿐이다.
황태자의 연인을 만들어 약혼을 파기시키는 수밖에!

그런데 왜 일이 자꾸 이상한 방향으로 흘러가는 거지?",http://www.joara.com/premium_new/book_intro.html?book_code=1459318
마침내 스캔들,정경하,로맨스,미제공,미제공,78,20/06/04,완결,http://cf.joara.com/literature_file/20200604_1352415809.jpg_thumb.png,"
배우 인생 15년 차에 닥친 최대의 위기!
불륜설로 이 바닥을 떠야 하나 고민할 때,
그 앞에 그녀가 나타났다.

“제가 한도경 씨와 계약 연애를 할 수 있어요.”
“내가 득 보는 게 뭐야?”
“나도 당신의 방패가 되어 줄게요.”

들어 보니 그녀의 팔자는 더 기구하다.
마약 중독자에게 팔려 가게 생겼단다.
정말 좋은 계약 상대가 될 수 있을 것도 같은데…….

“상황이 정말 최악으로 치달으면 결혼까지 해야 할 수도 있어.”
“할 수 있어요. 정략결혼보다 계약 결혼이 나으니까요.”

자꾸 딴마음이 생기는 건 왜일까?

“혹시 말이야. 계약 기간 동안 키스 같은 걸 할 수 있어?”
“한도경 씨.”
“어?”
“우리 키스 말고 더 센 거 해요.”

발칙한 상상과 함께 터진,
마침내 스캔들!",http://www.joara.com/premium_new/book_intro.html?book_code=1459093
악역 대공을 사랑하지 않는 방법,유란새,로맨스판타지,미제공,미제공,110,20/06/04,완결,http://cf.joara.com/literature_file/20200604_1301165845.jpg_thumb.png,"
평생 동안 단 한 번도 사랑받지 못한
공작가의 사생아, 라일라 에스테반.

모두 그녀를 철저히 외면했다.
라일라가 병들어 죽는 그 순간조차도.

그리하여
죽기 한 달 전으로 돌아온 라일라는 결심한다.

어차피 사랑받을 수 없다면
사랑의 모양이라도 맛보고 죽으리라.

라일라는 악역 대공에게 계약 연애를 제안하게 되는데…….

“지금 나와, 연애를 해 보자는 겁니까?”
“아뇨. 딱 한 달만, 저를 사랑하는 척해 주세요.”


미리보기

환한 달을 보니 그 사람이 떠올랐다.

“다시 볼 수는 없겠지.”

그도 그럴 것이, 그는 라일라의 제안을 거절했으니까.
그리고 이내, 아마 그 사람은 라일라에게 그가 이토록 진하게 남았다는 것을 모를 거라는 데에 생각이 미쳤다.

‘참 쉽게도. ……마음을 주어 버렸어.’

그리 스스로를 비웃으려던 순간에 가슴이 찌를 듯이 아파 왔다. 라일라는 작은 담장의 풀꽃 옆에 주저앉았다. 그리고 고요하게 숨을 들이켰다.

“이 늦은 시간에 여기서 뭘 합니까?”
“……!”

들려올 리 없는 목소리였다. 라일라가 고개를 확 들었다.

“혹 영애의 비밀 장소, 그런 곳입니까?”

눈앞에 서 있는 남자는 신기루 같았다.

“어째 말씀이 없으시군요.”

놀라는 반응을 기대했는데. 내심 속으로 아쉬움을 감추며 그, 베니오가 말했다. 앉아 있었기에 그가 라일라를 바라보자 순식간에 시야가 그로 꽉 차 버렸다. 라일라는 그를 멍하니 보다가, 조그맣게 속삭였다.

“달이 마법을 부렸나 봐요.”",http://www.joara.com/premium_new/book_intro.html?book_code=1459087
박색황후,권도하,로맨스,미제공,미제공,70,20/06/02,완결,http://cf.joara.com/literature_file/20200602_1742392574.jpg_thumb.png,"
‘숨겨진 연꽃을 갖는 자, 천하를 가지리라.’

천하를 쥐여 준다는 연꽃의 운명을 타고 태어났지만
그로 인해 부모도, 고국도 잃게 된 향국의 공주, 부연.
가면으로 얼굴을 가려 겨우 살아남은 그녀는
박녀(薄女)라는 이름의 궁녀로 숨죽인 채 살아간다.

“짐이 두려운가? 바들바들 떨고 있군.”

그러나 그런 그녀의 앞에 미래를 약조했었던 정인이자
천하를 발아래 둔 열국의 황제, 융이 나타나면서
그녀의 삶은 다시 소용돌이로 빠져든다.

“마차에 태워라. 열국으로 돌아가 황후로 삼을 터이니.”

박녀라는 궁녀를 어째서 황후로 삼으려는 것인지,
가면을 썼다 한들 진정 자신을 알아보지 못하는 것인지
부연은 아무것도 모르겠지만
단 한 가지만은 분명해 보였다.

“내 황후는 신분이 미천한 이일수록 좋습니다.”
“폐하, 어찌…….”
“그리 미천하고 보잘 것 없어야
궁에서 조용히 썩어 가지 않겠습니까.”

그는 결코 그녀를 놓아줄 생각이 없다는 것.",http://www.joara.com/premium_new/book_intro.html?book_code=1458686
르뤼에,함지설,로맨스판타지,미제공,미제공,100,20/06/04,완결,http://cf.joara.com/literature_file/20200604_1013539551.jpg_thumb.png,"
무용수로서 용납될 수 없는 흉측한 외모로
괴물이라 불리던 블러디 백작가의 영애, 린.
하루하루가 지옥 같았던 그녀의 삶은
어느 날 한 광대로부터 받은 가면의 힘으로
180도 달라지게 된다!

절세미인으로 다시 태어난 린은
새로이 발을 들인 르뤼에 교습소에서
까칠한 천재 극작가 뮤크하우젠을 만나게 되고.
몰래 그녀의 방에 침입한
뮤크하우젠으로 인해 절정을 맞이하게 되는데…….

“곧 공연이 시작될 거야.”
“어서 저를 원한다고 말해요, 뮤크하우젠.”

점점 더 그녀에게 빠져드는 그의 앞에
우아하고도 강렬한 춤사위가 펼쳐진다!


미리보기

“린, 다들 기다리고 있다.”

그는 낮게 으르렁거리듯 입을 열었다. 그러면서 제 몸을 진정시키느라 정신이 없었다. 린은 그의 묘한 반응에 저 혼자 쿡쿡 웃더니, 청록색 눈동자를 반짝이며 그를 올려다보았다.

“당신은 솔직하지 못해요.”

린은 그에게 몸을 바짝 들이댔다. 그러고는 그의 가슴팍으로 손을 가져가, 부드럽게 훑었다. 그는 그녀의 손이 쇄골과 목덜미 주변을 훑을 때마다 몸을 옅게 떨었다. 그녀의 손길을 느끼고 있다는 걸 들키기 싫은 것처럼, 아랫입술을 꾹 깨물기까지 했다.

“이렇게 나를 원하잖아.”

하얗고 부드러운 그녀의 손가락이 뮤크하우젠의 입술에 닿았다. 그것도 잠시, 조금 전만 해도 공연장으로 돌아가야 한다고 했던 그가 린의 목덜미에 입을 맞췄다.

“……아아, 젠. 부드럽게 대해 줘요. 아프잖아.”
“후회하지 마. 날 유혹한 건 너야, 린.”",http://www.joara.com/premium_new/book_intro.html?book_code=1459070
후궁 관리인의 은밀한 비밀장부,두드림,로맨스판타지,미제공,미제공,116,20/06/03,완결,http://cf.joara.com/literature_file/20200601_1443548634.jpg_thumb.png,"
여자지만 황제의 친위대원인 르테.
그녀의 비밀 임무는 후궁들의 연애를 몰래 염탐하는 것.
그러던 어느 날 황제 카린이 그녀에게 명령한다.

-너도 나의 후궁이 되어라! 명령이다.

그렇게 얼떨결에 시작한 후궁 짓. 이건 전쟁터가 따로 없다.
살아남기 위해서는 별의별 짓을 다 해야 하는데...
르테는 문득 한 가지 결심을 한다.

-이왕 하는 거 적당히 말고 잘해 버릴까나? 아주~ 잘~

그렇게 그녀는 후궁 중 최고의 섹시 후궁이 되어버렸는데..
그 결과 매일 밤 그녀의 침실을 찾아오는 황제.

가늘고 진득한 교성으로 끈끈한 황궁의 밤이 반복될수록
그녀는 점점 황제가 지겨워지기 시작하는데...",http://www.joara.com/premium_new/book_intro.html?book_code=1458387
상냥한 악당이 수상하다,도레다,로맨스판타지,미제공,미제공,127,20/06/03,완결,http://cf.joara.com/literature_file/20200603_1003466179.jpg_thumb.png,"
로판 소설 속 여주인공의 언니, 시트리나로 환생했다.
가족을 위해 개같이 구르기만 하다 악당에게 죽는 역할이었다.
그래서 원작을 좀 비틀기로 했다.
악당과 친해져 그를 갱생시키는 방향으로.

“리나, 난 네가 하라는 건 다 해.”

좋아. 몇 번의 실패 끝에 악당과도 친해졌고,
그도 완벽히 선량해진 것 같다.
목숨은 구한 것 같으니 돈을 벌러 떠났다가
성공한 정령사가 되어 다시 돌아왔는데.

“너무 착하게 대하지는 마. …나한테도.”
“다른 사람한텐 안 하고.”

소설 속 악당 데시안이, 다정하게 미소 지었다.

“너한테만 할게.”

내 상냥하고 다정한 친구가, 어쩐지 조금 수상하다.


-----------------------------------------------


“다시 요구하지. 날 이용해.”
“…내가, 너를?”
“그래.”
‘이용하라고?’
시트리나는 그를 바라보았다. 그러자 그의 붉은 입술이 부드럽게 호선을 그렸다.
시트리나를 보며, 데시안이 되뇌듯 속삭였다.
“날 이용해, 네가 원하는 대로.”
그 말과 함께 데시안은 손을 뻗었다. 그가 시트리나의 귀 앞으로 흘러내린 머리칼을 천천히 정돈해 주었다. 그의 손끝이 시트리나의 머릿결을 조금씩 덧그리는 느낌이 들었다.
닿는 손이 차가워, 오싹했다.
“대신…….”
데시안의 잇새로 속삭임이 흘러나왔다.
“나 말고는 누구도 이용하지 마.”",http://www.joara.com/premium_new/book_intro.html?book_code=1458846
파도치는 봄의 정원,이밀리,로맨스,미제공,미제공,60,20/06/03,완결,http://cf.joara.com/literature_file/20200603_1632554568.jpg_thumb.png,"
재벌 2세이자 사생아인 신아. 좌천당해 쫓겨난 한 시골 해안 도시에서 소방관 지환을 만난다.
신아는 심심풀이로 만나보자 했던 지환에게 점점 끌려가는 걸 느끼는데…….


코스메틱 재벌 2세의 사생아로 태어나 온갖 구박을 꿋꿋하게 견디며 자란 신아.
회사에 인생을 바치다 위기의식을 느낀 법적 오빠의 계략으로 유배를 가게 된다.
잔잔한 파도가 치는 조용한 도시. 쉬어 갈 때도 됐다고 생각하며 여유를 즐기려던 중 소방관 지환과 만나게 된다. 
잘생긴 얼굴에 탄탄한 몸까지. 심심한 유배생활동안 가볍게 만나볼까 하는 생각으로 지환에게 접근한다. 
그러나 지환은 신아를 단호하게 거절하고, 남자에게 거절당한 적 없던 신아의 오기에 불을 붙인다. 

이 남자 뭐야? 신아는 어느덧 진심으로 지환에게 마음이 끌리기 시작한다. 

가진 걸 다 포기하고 이 남자를 좋아할 수 있을까?
계절이 바뀌는 것처럼 잔잔하게 스며드는 봄의 로맨스.
",http://www.joara.com/premium_new/book_intro.html?book_code=1458892
