title,genre,author,complete,img_src,age,total,pub_date,publisher,intro,href
9이닝 : 야구의 찬가,"스포츠,  일반소설","
김군0619

",미완결,//cdn1.munpia.com/files/attach/2020/0115/003/SZDxpvlyTnZH9XBj.jpg,전체이용가,515 회,2019.08.01 09:00,정보 없음,"타자물.
남부사투리에 익숙하고 카우보이모자를 쓴 한국인 입양아.
그리고 내쉬빌에서의 성공을 뒤로하고 애틀랜타로 향한 천재단장.
팀의 미래 중 하나로 점찍힌 또 다른 한국인.

수많은 사람들. 그리고 수많은 이야기.
그라운드에서 펼쳐지는 9이닝 동안의 야구에 관한 찬가(讚歌).

[ NO 회귀 ] , [ NO 이능 ]
아주 약간의 판타지와 
그보다 조금 더 큰 드라마.",https://novel.munpia.com/153726
삼국지 유빈전,"대체역사,  전쟁·밀리터리","
달빛먹은곰

",미완결,//cdn1.munpia.com/files/attach/2020/0203/003/O6kLMzJMInl4H8SA.jpg,전체이용가,147 회,2020.01.10 11:00,정보 없음,"이릉대전의 패배로 죽음을 목전에 둔 유비.
그의 간절한 기도에 이끌려 삼국시대에 환생하게 된 강호.
혼란스러운 후한 말기의 난세에 살아남아 천하를 통일하기 위한 주인공의 일대기.",https://novel.munpia.com/173868
"조선부부사기단, 조선을 개...","대체역사,  라이트노벨","
뿡날라주차

",미완결,//cdn1.munpia.com/files/attach/2020/0514/000/DiU8RVC3seswhqlY.jpg,전체이용가,181 회,2020.04.23 18:00,정보 없음,"서양열강의 동아시아 침탈이 본격화된 19세기 조선으로 갑자기 넘어오게된 두 사람

20대의 끝을 달려가는 만년 공시생이던 남성이 고종 이형으로,

어느 30대 말단 공무원이었던 여성이 명성황후 민자영으로 빙의 되서, 

조선을 개화시키기 위해 좌충우돌하게되는데...",https://novel.munpia.com/191722
개미로 환생!,"퓨전,  판타지","
YAGI

",미완결,//cdn1.munpia.com/files/attach/2020/0403/003/UubVVaVLdQfYY2sk.jpg,전체이용가,208 회,2020.04.08 17:00,정보 없음,"이계에서 던전 속 몬스터 개미로 환생했다!

[인외물/성장(진화)물/영지... 아니 둥지물]

원제: Chrysalis
원작: Ryan McGrath
번역/번안: 정현정/정대단

*원작자와 정식 계약을 통해 번안 연재하는 작품입니다.",https://novel.munpia.com/193046
골목약사 백선생,"현대판타지,  퓨전","
건희

",미완결,//cdn1.munpia.com/files/attach/2020/0612/002/kwyntbgtfiUopEBB.jpg,전체이용가,138 회,2020.05.18 17:00,정보 없음,"골목에서 제일 큰 약국의 약사 백서준, 그는 남들이 백 년 걸려 길러낸다는 백년초도 단 일 년이면 길러낼 수 있었다.
[#힐링물][#헌터] [#약초재배] [#농사][#성장물]",https://novel.munpia.com/198487
비정규직 매니저,"판타지,  현대판타지",자카예프,미완결,//cdn1.munpia.com/files/attach/2020/0706/001/5FzHUaDRDYXW8Uz5.jpg,전체이용가,155 회,2020.06.11 10:00,정보 없음,"“비정규직이라고 해서 파리 목숨이라 생각하지 마라.”
속한 곳이 없어서 자유롭고, 고정되지 않아 두려움이 없으며, 보장된 것이 없기에 상실감도 없다.
“비정규직인데 돈 잘 벌면 뭐라고 하는지 알아? 전문직!”
그가 보는 사람은 단 하나.
자신의 연예인뿐이다.
내 연예인만 잘된다면 뭐든 다 하는 비정규직 매니저.",https://novel.munpia.com/200701
상태창 소환 삼국지 : 도영전,"대체역사,  판타지","
토마토안주

",미완결,//cdn1.munpia.com/files/attach/2020/0629/004/fRtTodkYaddljwvs.jpg,전체이용가,206 회,2020.06.15 10:00,정보 없음,"[시스템물] [사이다] 
서주목 도겸의 장자 도영으로 회귀했지만, 애석하게도 도겸이 죽은 후였다. 
명망이 없고 세력도 유비에게 빼았겼고 주위의 사람들은 모두 곁을 떠났다. 
하지만 두려울 것이 없다!
도영에게는 회귀자의 금숟가락인 영혼소환 시스템이 있었다.",https://novel.munpia.com/200961
대통령 각하 만세,"대체역사,  퓨전","
리첼렌

",미완결,//cdn1.munpia.com/files/attach/2020/0515/003/fmoGdVAGEV1hdu84.jpg,전체이용가,183 회,2020.05.06 11:00,정보 없음,"1904년 2월 23일, 역사는 오랜 지병이었던 현대인의 개입으로 쓰러졌다.

무턱대고 일 벌였다가 뒷수습에 목숨 걸게 된 조지원의 운명은?

""날 따르던가, 입 다물고 있던가, 그도 싫으면 내 손에 죽던가.""",https://novel.munpia.com/202422
페널티 박스의 지배자,"스포츠,  현대판타지","
스틸펜

",미완결,//cdn1.munpia.com/files/attach/2020/0617/001/5VOISyJYV75apfkc.jpg,전체이용가,105 회,2020.06.11 11:00,정보 없음,"인기를 위해선 멋진 공격을, 
우승을 위해선 단단한 수비를, 
그리고 
잔류를 위해선 최고의 골키퍼가 필요하다.",https://novel.munpia.com/203586
회귀한 망한 재벌 3세,"판타지,  현대판타지",흑신마,미완결,//cdn1.munpia.com/files/attach/2020/0727/001/GYn4lAJIZS8u8xWw.jpg,전체이용가,84 회,2020.07.27 10:00,정보 없음,"평범한 회사원이었다가 어느 날 재벌이 되었지만……
능력이 부족하고 평범하여 끝내 자신과 가족, 기업을 모두 잃고 죽은 강찬!

눈을 뜨니, 알고 보니 재벌이었다는 사실을 알기 전의 평범한 회사원 시절로 돌아왔다!

""이번에는 다를 거다.""",https://novel.munpia.com/213671
나 혼자 올 마스터,"판타지,  현대판타지","
청송(靑松)

",미완결,//cdn1.munpia.com/files/attach/2020/0725/001/B8ZKF4j67RCJ2OY2.jpg,전체이용가,109 회,2020.06.22 18:00,정보 없음,"'재능'이 모든 걸 좌우하는 세상.
10년 동안 무재능으로 이룰 수 없는 꿈을 꾸어온 사내에게 보상이 주어졌다.

[재능 : 올 마스터를 획득하셨습니다.]

무재능, 모든 재능을 손에 쥐다.",https://novel.munpia.com/206360
뱅퀴어 더 드래곤,"판타지,  퓨전","
YAGI

",미완결,//cdn1.munpia.com/files/attach/2020/0721/000/WeRL2q4eNDtQ1SX4.jpg,전체이용가,110 회,2020.07.20 10:00,정보 없음,"이세계에 환생해서 좀도둑으로 연명하던 지구인 빅토르,
어느날 갑자기 위대한 드래곤 뱅퀴어의 부관이 되다!

원제: Vainqueur the Dragon
원작: Void Herald
번역: 김도희/서동욱
검수: 정대단",https://novel.munpia.com/212440
아포칼립스 속 최강자,"현대판타지,  판타지","
베르헤라

",완결,//cdn1.munpia.com/files/attach/2020/0330/003/GQnnWLn3HPyoJOHZ.jpg,전체이용가,201 회,2020.03.19 10:00,정보 없음,"나 혼자 강해지는 종말세계

[문명붕괴, 좀비, 수납공간능력, 부족생활, 전쟁, 약탈, 전사, 최강, 도깨비, 도깨비의 신부]",https://novel.munpia.com/188470
3회차 톱매니저,"현대판타지,  판타지",한지훈,미완결,//cdn1.munpia.com/files/attach/2019/0924/002/qylqQnroYE2Tfex3.png,전체이용가,640 회,2019.10.01 17:00,정보 없음,"[매니지먼트] [회귀] [연예계 일상물]

솔직히 2회차는 흔하잖아?
요즘 대세는 3회차지!
1회차 때의 실패와
2회차 시절의 성공을 발판 삼아 새롭게 시작하는
대한민국 톱클래스 매니저의 3회차 인생기!",https://novel.munpia.com/160730
성스러운 아이돌,"현대판타지,  판타지","
신화진

",미완결,//cdn1.munpia.com/files/attach/2019/0530/000/9elUS9Yf7gCXR7E5.jpg,전체이용가,380 회,2019.06.03 16:00,정보 없음,"만인의 사랑을 받는 대신관 렘브러리.

무명 3년 차 핵잠수함 아이돌 멤버의 몸에 들어와 버렸다!

""내가 아이돌이라고? 아이돌이 무엇이냐?""

“이거 말투 왜 이래? 또 이상한 책보다 잔 거 아냐?!”

“참으로 곤혹스럽구나. 진정하거라.”

“아 이상한 컨셉 좀 잡지 말라고! 평범하게 말하라고 좀!""",https://novel.munpia.com/148489
시스템 미디블나이트,"퓨전,  판타지","
리플래시

",미완결,//cdn1.munpia.com/files/attach/2020/0506/002/prZI10zQv4AaWt4d.png,전체이용가,141 회,2020.04.29 17:00,정보 없음,"시스템으로 기사에서 영주까지!

#시스템 #중세게임트립 #중세검술 #기사도_사랑",https://novel.munpia.com/193988
"특급작가, 회귀로 일본을 ...","현대판타지,  퓨전",커피는카누,미완결,//cdn1.munpia.com/files/attach/2019/0109/004/uwPYt478olVltSlu.jpg,전체이용가,403 회,2018.12.18 09:00,정보 없음,"신이 와도 안 된다고? 너희가 그렇게 대단해?
그렇다면 회귀해서 전부 먹어치워주마
소설. 게임. 만화…. 회귀작가 이서준의 일본문화 지배기.",https://novel.munpia.com/132528
내 퀘스트의 보상이 특별하다,"현대판타지,  판타지","
명협제

",미완결,//cdn1.munpia.com/files/attach/2020/0526/000/Wf3Wth2lJQxgqzyP.jpg,전체이용가,107 회,2020.05.06 11:00,정보 없음,"노스킬 능력자 류영광. 
노력하나만으로 절정의 경지에 이르렀지만, 길드장 마영우에게 배신당해 죽게 되는데...
우연히 습득한 에픽 마정석. 
죽음의 순간 마정석의 진가가 발휘된다!
[에픽 마정석의 영향으로 인해 ‘회귀’ 모드의 사용 권한을 얻었습니다.]
[에픽 마정석의 영향으로 퀘스트를 클리어할 때마다 보상이 ‘최대치’로 상향됩니다.]

[복수] [레이드] [전쟁] [퀘스트] [회귀]",https://novel.munpia.com/199434
밑바닥부터 재벌까지,"현대판타지,  판타지","
빅맥주세요

",미완결,//cdn1.munpia.com/files/attach/2020/0423/003/Ar4LdBQamg1Nuyqj.png,전체이용가,165 회,2020.04.24 16:00,정보 없음,"고아원에서 자랐지만, 피나는 노력 끝에 결국 검사가 된 한도윤.

하지만 현 대통령의 비리를 쫓다가 정치인, 그리고 기레기들에 의해서 비리 검사로 낙인찍히게 된다.

그런데 사고로 생을 마감하고 눈을 떠보니 2014년, 18살의 몸으로 돌아와 있는 게 아닌가?

공익을 위해? 정의를 위해? 그딴 건 이제 필요 없다. 그냥 내 마음대로 살 거다!

뭐, 기분이 내키면 가끔가다 좋은 일을 할 수도 있는 거고...",https://novel.munpia.com/188226
굿 카페,"현대판타지,  퓨전","
항상™

",미완결,//cdn1.munpia.com/files/attach/2020/0727/004/ZoSdrmoBkmceYL7P.jpg,전체이용가,81 회,2020.07.30 15:00,정보 없음,’Good‘이 아니라 푸닥거리하는 그 굿?,https://novel.munpia.com/210274
KFC 변경 군단의 기사,"판타지,  퓨전","
호질

",미완결,//cdn1.munpia.com/files/attach/2020/0805/000/wubqS4uJdTYJ1KwR.png,전체이용가,112 회,2020.07.15 18:00,정보 없음,"K.F.C. (a Knight of Frontier Corps. 변경 군단의 기사)
필센 제국 변경 제8구역의 멕 나이트 파일럿 루산의 이야기.
[메카닉] [기사] [경영] [정치] [일상]",https://novel.munpia.com/208097
슬기로운 용병생활!!,"판타지,  전쟁·밀리터리","
발칸레이븐

",미완결,//cdn1.munpia.com/files/attach/2020/0717/004/pL7QVU2f2Vo2AfnM.jpg,전체이용가,103 회,2020.07.06 17:00,정보 없음,"현대인이었지만, 중세 판타지에서 FLEX를 꿈꾸는 용병 이야기",https://novel.munpia.com/209439
광풍의 대륙에서,"대체역사,  현대판타지","
비류수

",미완결,//cdn1.munpia.com/files/attach/2020/0608/004/u4TbObqeFI9jOGDc.jpg,전체이용가,109 회,2020.06.29 17:00,정보 없음,"평화, 사랑. 박애, 평등! 
나는 지구인이라면 특히 강대국이라면 어느 나라나 입에 붙은 단어처럼 튀어나오는 이 언어들을 믿지 않는다. 인류는 세상에 나타난 그 순간부터 아프리카의 야생동물들처럼 강자 존, 약자멸의 세상을 살아왔다. 
하여 나는 잡아 먹히는 약자가 아니라 욕을 먹어도 잡아먹는 강자가 되기로 결심했다. 
 -그의 일기 중에서-",https://novel.munpia.com/208597
회귀한 보급사령관은 은퇴...,"판타지,  퓨전","
행복해져라

",미완결,//cdn1.munpia.com/files/attach/2020/0330/002/uZWXxaUdbfiI2sp9.jpg,전체이용가,255 회,2020.02.10 18:00,정보 없음,오랜 전쟁을 겪은 늙은 장군은 지쳤다.,https://novel.munpia.com/184278
특성 두 개로 시작하는 회...,"현대판타지,  퓨전","
동휘

",미완결,//cdn1.munpia.com/files/attach/2020/0605/000/XXbl7b6rWSZ4mynJ.jpeg,전체이용가,169 회,2020.06.15 12:00,정보 없음,"회귀 했더니, 특성이 두 개가 되었다?!

전작 - [연쇄흥행마 유 감독](완), [NPC는 모두 내 편](완)",https://novel.munpia.com/196951
조선을 탈출하라!,"대체역사,  퓨전","
Mr.환

",미완결,//cdn1.munpia.com/files/attach/2020/0729/003/ch4DBQMvSLjl9ZXm.jpeg,전체이용가,115 회,2020.07.13 18:00,정보 없음,답답해서 이대로는 못살겠는데...확 조선에서 탈출할까?,https://novel.munpia.com/206372
내 매니저는 스타 작가님,"현대판타지,  퓨전","
소광생

",미완결,//cdn1.munpia.com/files/attach/2020/0703/004/VQKq9s65UTRjjAV1.jpg,전체이용가,115 회,2020.07.01 17:00,정보 없음,"문창과 출신 아이돌 매니저 이준형. 사고 후 능력이 증폭되고 추가로 이상한 능력까지 얻게 되었다. 웹소설이라는 든든한 수입으로 갑자기 회사가 우습게 보이기 시작하는데... 그래 어차피 그만둬도 상관없는 매니저 생활. 오늘부터 할 말은 해야겠다. 잔잔하게 가는 힐링물입니다.

[웹소설작가][매니저][드라마][배우][아이돌][웹툰] [영화][창업][넷플릭스]",https://novel.munpia.com/208082
대충 망한 판타지의 기사,"판타지,  퓨전","
수박복숭아

",미완결,//cdn1.munpia.com/files/attach/2020/0619/003/iWsoswj6t7e3f6aV.jpg,전체이용가,119 회,2020.06.22 11:00,정보 없음,"독기로 오염된 대지, 식인종과 괴물들이 활보하는 세상.
안전지대에서만 사회를 유지할 수 있는 대충 망해버린 판타지 세계.
그 세계에서 꿈과 희망을 찾아 모험하는 기사 아르센의 이야기.
[판타지][약간 아포칼립스][환생][상태창 없음]",https://novel.munpia.com/206991
척준경이 달라졌어요,"대체역사,  판타지","
노델


아카데미 작가

",미완결,//cdn1.munpia.com/files/attach/2020/0601/001/3kM3D6pap12RA3rE.jpg,전체이용가,156 회,2020.05.13 18:00,정보 없음,"소드마스터 척준경이 되어버렸다. 
그런데 고려 역사도 알고 있다고...?",https://novel.munpia.com/200004
백작가 도련님은 창술천재,"판타지,  퓨전","
연량

",완결,//cdn1.munpia.com/files/attach/2020/0413/001/hd2JJ6LtSWV0Mn3c.png,전체이용가,207 회,2020.03.25 17:00,정보 없음,"소설 속 악역으로 빙의했다.
재능도 없고, 노력도 하지 않는 
찌질한 망나니 빌런으로.

하지만

[검술 : F] [창술 : S]

...이 정도면 할만한데?

#책빙의물 #성장물 #판타지 #상태창",https://novel.munpia.com/191273
금융계 천재가 되었다.,"현대판타지,  판타지","
운좋은놈

",미완결,//cdn1.munpia.com/files/attach/2020/0730/003/NRGmS2ZOhMn2QBWV.jpg,전체이용가,65 회,2020.08.10 17:00,정보 없음,"[미래 커뮤니티 센터에 오신 것을 환영합니다!]

고장난 핸드폰에서 울린 의문의 메시지.
난 그것으로 미래의 커뮤니티 글을 볼 수가 있게 되었다.",https://novel.munpia.com/212974
화장품 가게의 남자 직원,"현대판타지,  판타지","
믿맫

",미완결,//cdn1.munpia.com/files/attach/2020/0722/002/JuxIHKSNeP3wm9aQ.jpg,전체이용가,93 회,2020.07.24 12:00,정보 없음,"여자들의 공간
화장품 가게에 들어간 오태식
그에게 상태창이 나타났다.",https://novel.munpia.com/209373
대마법사의 귀촌 생활,"현대판타지,  퓨전","
판노리

",미완결,//cdn1.munpia.com/files/attach/2020/0413/003/gzohsFjXCPdQ0JT3.jpg,전체이용가,109 회,2020.04.20 17:00,정보 없음,"대마법사가 되어 지구로 귀환한 김강진.
하지만 세상은 이미 한 여인에 의해 멸망한 상태였다.
어렵사리 회귀를 통해 귀촌 생활을 만끽하나 싶었더니만.

""아부지?""

이번엔 세상을 멸망시켰었던 소녀라는 딸이 생겨버렸다.",https://novel.munpia.com/197854
